Country,Data_year,SLAVERY,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Work_rightCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,KOF_Globalis,Trade_open,FDI,VDEM_Libdem,GDPpc,Pol_terror,Armedcon
Afghanistan,2016,1.13,34.6,2.02060008,40.9,26.79999924,9.5,50,396,35.5,3.575000048,189.0,91.09999847,66,46.99005082,85.4,9.27439,57.50915751,22.61208577,87.52834424,27.70000076,31.04,31.89999962,55.29999924,1.378323108,43.0,14.86678,-3.583961063,0.802081543,10.30000019,9.58131218,2.0,6.39,13.5,27.81999969,31.2483802,0.0,0.12,0.425262094,89.74,43.54,3.50877193,35,35.03,6.25,0.862703096,0.835789313,11,2.796261118,6.5,76,2.5,33.71611619,37.4,1,1,0.014738921,1,0.77,7.928766322,1,4,2,0,0,0,0.566546682,0,1,-2.359147778,0,12500,0.3,51.5,0.4,500,4700.0,4,0,2,0,4,1,0,0,1,1,0,1,0,2,0,4,4,2,17,4,2,54.19711424,8670939,25985093,38.48,47.66,0.892198164,0.231,547.2281102,5.0,1
Albania,2016,0.29,1.059999943,4.89260006,23.1,4.9,9.4,65,29,6.2,4.959000111,19.0,14.0,98,98.79119016,91.24935,11.82,75.92407592,91.97434909,71.68284755,20.70000076,4.341,93.19999695,95.09999847,0.514285714,100.0,61.41861,-1.614397484,35.02526367,5.099999905,17.28909302,3.932861223,60.1,28.2,34.50999832,86.2021073,3.3572,0.25,1.607037663,90.11,67.39,40.0,62,17.86980371,37.5,5.045725971,0.854345618,36,3.567322019,5.0,158,3.048397068,61.40833033,98.6,0,1,0.024703439,0,0.22,0.0,1,4,4,0,1,1,0.899039605,0,0,-2.001444833,1,3700,0.0,76.67,7.3,200,2200.0,6,1,2,1,9,2,1,2,1,1,1,1,1,2,0,1,3,0,8,3,1,104.9671898,1680247,1195854,66.91,74.81,8.304178226,0.467,4124.108907,2.0,0
Albania,2018,0.69,0.4,4.89260006,23.1,4.9,9.4,65,29,6.2,4.959000111,19.0,13.5,98,98.79119016,91.24935,11.82,75.92407592,96.9,71.68284755,20.70000076,4.341,93.19999695,95.09999847,0.514285714,100.0,61.41861,-1.614397484,35.02526367,5.1,13.9,4.3,66.4,57.6,34.50999832,86.2021073,3.3572,0.2,1.607037663,90.11,67.39,40.0,62,17.86980371,37.5,5.045725971,0.854345618,38,3.567322019,5.0,158,3.6,60.0,98.6,0,1,0.024703439,0,0.22,0.0,1,4,4,0,1,1,0.899039605,0,0,-2.001444833,1,1700,0.0,76.67,0.7,100,4200.0,6,1,2,1,9,2,1,2,1,1,1,1,1,2,0,1,3,0,8,3,1,104.6122628,1706345,1167112,67.48,77.08,8.855371231,0.428,5268.848504,2.0,0
Algeria,2016,0.63,0.3,1.378399968,11.7,5.0,4.1,62,140,15.5,5.605000019,78.0,25.5,95,91.77964052,97.30394,13.96534,28.95442359,62.49999999,22.50755333,31.60000038,66.92,87.59999847,83.59999847,1.901502504,100.0,95.0,-2.106337342,7.288244392,5.0,10.47339153,3.376275587,18.09,0.0,43.56000137,82.414714,34.63991667,0.05,3.316037893,82.52,60.67,20.0,77,19.97,27.11864407,6.845082272,0.904063435,36,3.274635201,0.7,162,3.748118037,52.77091672,99.4,0,1,0.007576056,0,0.34,4.110873864,1,3,2,0,1,1,0.736498848,0,1,-2.277158934,0,54000,3.5,65.3,9.2,200,1400.0,4,1,1,1,3,0,1,1,0,1,0,0,1,2,1,1,2,0,9,4,5,17.02595749,29016679,11589373,56.73,55.93,1.09152506,0.129,3946.421445,2.5,1
Algeria,2018,0.27,0.3,1.378399968,11.7,4.6,4.1,62,140,15.6,5.605000019,78.0,25.2,95,91.77964052,97.30394,13.96534,28.95442359,77.6,22.50755333,31.60000038,66.92,87.59999847,83.59999847,1.901502504,100.0,95.0,-2.106337342,7.288244392,5.0,10.0,3.5,42.9,65.7,43.56000137,82.414714,34.63991667,0.1,3.316037893,82.52,60.67,20.0,77,19.97,27.11864407,6.845082272,0.904063435,33,3.274635201,0.7,162,3.8,58.0,99.6,0,1,0.007576056,0,0.34,4.110873864,1,3,2,0,1,1,0.736498848,0,1,-2.277158934,0,54000,3.5,65.3,9.2,200,1500.0,4,1,1,1,3,0,1,1,0,1,0,0,1,2,1,1,2,0,9,3,5,17.73007507,29770548,11547594,56.78,57.96,0.978947777,0.139,4114.715061,3.0,1
American Samoa,2016,0.67,0.7,4.86070013,25.2,4.6,9.4,67,27,6.8,5.477000237,46.0,34.6,90,98.13035494,92.1,14.59402,40.81364829,92.32583497,66.98912161,26.5,3.243,82.80000305,94.69999695,1.155612245,100.0,95.0,2.930533913,53.68179177,3.400000095,3.515837431,3.559736679,55.9,40.7,51.91999817,71.8284713,3.179546173,0.05,1.607037663,70.99,69.36,0.0,86,68.34869454,26.08695652,5.702894703,0.918291959,37,2.650929063,2.2,108,3.135922432,70.0,99.6,0,0,0.011575233,0,0.66,0.0,1,4,4,0,1,1,0.83125462,0,0,-2.192473833,1,7100,0.5,93.5,2.8,100,6800.0,6,2,2,1,13,2,2,2,2,2,2,0,2,2,0,1,4,0,9,4,0,278.705,48481,7118,36.66,162.88,1.726198684,0.545,11696.95556,1.5,0
American Samoa,2018,0.26,0.7,3.765100002,2.6,4.2,3.7,66,28,4.4,6.505000114,41.0,8.3,98,99.85580122,94.46968372,13.33,24.14529915,97.00598802,85.17985721,31.60000038,8.755,87.59999847,99.0,1.0,100.0,68.33842,-0.49810787,77.11152043,0.7,5.863007069,3.3,68.57,40.7,45.31999969,77.1184695,3.179546173,0.06,14.13581371,92.91,46.68,0.0,87,54.06,1.459854015,5.896393027,0.404354553,61,3.602270628,17.0,149,4.508160909,62.0,96.4,0,0,0.0,0,0.43,0.0,0,4,4,0,1,1,0.771231463,0,1,-1.767362936,1,11700,10.3,76.67,3.0,100,5800.0,7,1,2,1,10,1,2,2,0,1,2,1,1,3,2,2,4,0,9,4,5,277.325,48502,7139,58.9,168.24,4.0525189,0.385,11466.69071,2.0,0
Andorra,2016,0.33,0.0,11.53770065,2.6,1.2,0.7,73,23,1.1,5.477000237,6.3,2.7,99,99.84585742,86.53122,17.34512,68.85813149,99.0,79.24527905,39.29999924,11.71,100.0,100.0,1.155612245,100.0,82.76085,-0.399588851,126.1091054,0.0,5.188392639,4.290322507,97.9,50.5,30.70000076,71.8284713,71.26,0.02,4.625229836,98.26,83.28,58.2278481,64,87.54,45.16129032,13.17843089,0.970108177,57,3.379812899,0.9,230,5.431063775,44.0,100.0,0,0,0.030366065,0,0.4,0.0,1,4,4,0,1,1,0.538753192,0,1,-1.228394828,0,13000,7.7,58.3,3.5,100,3000.0,8,2,2,1,5,0,2,1,1,0,1,1,3,2,0,1,3,0,8,4,0,164.4617021,68199,9082,46.52,149.3,8.862389935,0.141,37224.10892,1.0,0
Andorra,2018,0.08,0.0,11.53770065,2.6,1.2,0.7,73,6,1.1,7.406000137,86.0,2.7,98,99.64229029,95.70251,18.97689,34.49519231,99.0,85.50335673,31.0,11.71,100.0,100.0,0.603197674,100.0,95.0,-3.991453154,59.32291633,0.0,3.270637274,4.8,97.9,50.5,34.27000046,77.1184695,43.0,0.2,6.367546082,86.27,72.14,62.5,66,78.98,45.16129032,1.123192485,0.982915645,84,4.263459752,0.8,179,5.811961311,89.63102288,100.0,0,0,0.030366065,0,0.19,0.0,1,4,4,0,1,1,0.969607916,0,0,-2.156292165,1,90000,15.0,97.2,0.0,1000,4000.0,7,2,1,2,9,1,2,2,1,1,0,1,3,2,2,0,3,0,9,4,5,163.8425532,67845,9120,46.88,376.5,1.753843137,0.828,42029.76274,1.0,0
Angola,2016,0.64,30.12999916,0.888799965,29.2,14.19999981,8.2,44,477,48.7,4.032999992,370.0,156.8999939,80,73.00776,97.38652,11.39,73.16878981,76.89655172,75.54479743,36.79999924,0.4755,51.59999847,49.0,3.083333333,37.0,44.77891,-2.662507675,22.96756765,23.5,7.55907917,2.2,21.26,12.2,42.65999985,31.6032535,0.0,0.08,1.354007483,73.34,61.89,0.0,16,5.69,26.08695652,3.145622669,0.935935473,15,2.852291689,10.0,105,2.4,46.21470938,35.6,0,1,-0.000248738,1,0.79,3.258096538,1,4,3,0,0,0,0.541969102,0,1,-2.327697148,0,54000,8.0,71.7,3.0,10000,140000.0,4,1,1,1,4,0,0,1,1,1,1,0,1,3,0,1,3,0,9,3,4,23.13506377,18483548,10329915,42.45,53.37,0.149774183,0.15,3506.072885,2.5,1
Angola,2018,0.72,30.5,0.888799965,29.2,14.0,8.2,44,477,29.3,4.032999992,370.0,82.5,80,73.00776,97.11111,11.39,73.16878981,112.1372032,68.55670275,36.79999924,0.4755,51.59999847,49.0,3.083333333,32.0,44.77891,-2.662507675,22.96756765,23.4,8.2,2.2,13.0,14.0,42.65999985,31.6032535,0.0,0.1,1.354007483,73.34,61.89,0.0,16,5.69,26.08695652,3.145622669,0.935935473,19,2.805820634,10.0,105,2.4,46.0,25.0,0,1,-0.000248738,1,0.79,3.258096538,1,4,3,0,0,0,0.541969102,0,1,-2.327697148,0,54000,8.0,71.7,3.0,14000,160000.0,4,1,1,1,4,0,0,1,1,1,1,0,1,3,0,1,3,0,9,3,4,24.71305206,19311773,10472420,41.48,52.26,-0.824900939,0.204,3432.385736,3.0,0
Antigua and Barbuda,2016,0.27,1.8,6.604899883,2.6,26.7,0.7,66,4,3.8,6.505000114,9.6,8.5,97,99.13370342,86.53122,13.78672,34.99170813,98.9,64.55862848,28.29999924,28.73,63.40000153,99.0,0.822798404,96.4,95.0,-0.455872405,49.79900876,0.0,7.0,5.73261553,73.0,40.6,43.56000137,86.4449471,5.250644898,0.08,20.43383789,86.27,64.09,20.77922078,79,49.36,15.38461538,7.381373982,0.966504215,58,3.773055774,17.0,151,5.350822533,52.0,87.2,0,0,0.000300758,0,0.22,0.0,1,4,4,0,1,1,0.924480944,0,0,-0.95177217,1,21300,0.0,85.0,2.3,1000,20000.0,7,1,1,2,10,2,2,2,1,1,2,1,1,2,2,2,3,0,7,3,0,214.8340909,25085,75878,59.89,90.19,11.84538198,0.618,15197.61746,2.0,0
Antigua and Barbuda,2018,0.33,1.8,4.311999798,2.6,26.7,0.7,68,6,3.8,7.277999878,24.0,8.5,94,96.59757476,86.53122,15.66023,38.98500577,96.4,82.67254111,17.0,1.286,63.90000153,93.80000305,1.055641422,96.4,27.57677,0.45923435,35.02526367,0.0,11.34083652,5.5,73.0,40.6,43.90999985,75.8920724,58.61916667,0.34,11.84075642,84.74,77.12,0.0,90,45.25,3.773584906,1.357202213,0.97692356,68,4.052733487,28.3,217,4.696352843,61.0,92.0,0,0,0.000300758,0,0.22,0.0,1,3,4,0,1,1,0.848273816,0,1,-2.31181746,1,6200,0.5,93.5,3.0,1000,17000.0,7,2,1,1,9,2,2,2,0,2,2,1,2,2,2,3,3,0,11,4,3,218.8318182,25210,76802,60.5,90.19,8.416125119,0.415,16726.98081,1.0,0
Azerbaijan,2016,0.47,0.0,2.343699932,18.0,5.0,3.1,63,25,18.2,5.211999893,77.0,31.70000076,94,99.93674889,89.10507,11.94018,69.01287554,93.4489859,29.96300825,16.89999962,34.52,89.30000305,87.0,1.260683761,100.0,93.34912,-1.427847026,35.14366077,6.5,4.729383469,4.805579688,61.0,43.9,33.70999908,89.456318,13.14649,0.16,3.64737916,83.79,63.43,0.0,37,20.81,3.773584906,0.56960966,0.908574499,29,3.804714013,2.1,413,3.809204208,75.94175973,93.6,0,1,-0.00522131,1,0.2,3.610917913,1,4,2,0,1,0,0.346544321,0,1,-1.841231012,0,31900,3.5,53.5,20.9,1000,20000.0,3,1,0,0,4,0,1,1,1,1,0,0,1,2,0,0,3,0,8,3,1,118.033289,5368846,4388966,64.64,90.08,9.059277614,0.056,3880.738731,3.0,1
Azerbaijan,2018,0.45,0.0,2.343699932,18.0,2.5,3.1,63,25,18.1,5.211999893,77.0,30.9,94,99.93674889,89.10507,11.94018,69.01287554,85.8,26.08695705,16.89999962,34.52,89.30000305,87.0,1.260683761,100.0,93.34912,-1.427847026,35.14366077,6.5,5.0,5.0,78.2,56.2,33.70999908,89.456318,13.14649,0.2,3.64737916,83.76,61.6,0.0,72,23.59160362,3.773584906,0.56960966,0.908574499,31,3.804714013,2.1,413,4.8,75.0,93.6,0,1,-0.00522131,1,0.2,3.610917913,1,4,2,0,1,0,0.346544321,0,1,-1.841231012,0,31900,3.5,53.5,20.9,1600,18000.0,3,1,0,0,4,0,1,1,1,1,0,0,1,2,0,0,3,0,8,3,1,120.2653199,5458164,4404265,65.24,92.01,6.76164569,0.067,4722.381679,3.0,0
Argentina,2016,0.4,0.0,4.554999828,8.2,5.0,1.2,67,52,6.3,6.573999882,24.0,12.5,94,99.23841,95.38,17.94733,24.84076433,100.1055966,65.84022072,36.59999847,4.302,96.40000153,99.09999847,1.309626437,99.80000305,95.0,-1.071438309,59.44995441,4.400000095,6.666788101,2.98526772,64.7,32.1,44.49000168,98.0915359,11.746875,0.05,4.562048435,85.89,62.36,17.64705882,42,49.36,14.70588235,12.58582158,0.861084394,32,2.336128838,5.5,147,2.876021471,42.9296057,99.5,0,1,0.016885522,0,0.26,0.0,1,4,4,0,1,1,0.954938645,0,0,-3.221412266,1,74900,5.4,96.3,8.0,1700,30000.0,5,1,2,0,12,2,2,2,1,2,2,1,2,3,1,1,4,0,9,3,4,15.92813508,40176085,3671345,66.51,26.09,1.941697582,0.611,12790.24247,2.0,0
Australia,2016,0.02,0.0,2.137199879,2.0,1.169999957,0.0,73,6,2.2,7.28399992,6.4,3.799999952,92,98.77800124,97.39669,20.22107,16.91521091,101.6590942,82.53520912,26.70000076,3.165,100.0,100.0,1.561044177,100.0,95.0,-0.455872405,160.7520453,0.0,6.25293541,4.856801695,84.56,110.5,32.59999847,99.5592523,92.33333333,0.15,16.51921082,90.46,75.64,33.61344538,57,62.06481518,23.27868852,7.570441564,0.830985386,79,4.25568066,1.1,130,5.875487392,62.64287463,100.0,0,0,0.009636235,0,0.09,0.0,1,4,4,0,1,1,0.84705262,0,0,-2.668717671,1,20500,0.0,95.0,4.5,200,1400.0,7,2,2,1,14,2,2,2,2,2,2,2,3,2,2,2,2,1,8,2,3,3.144935531,20772874,3437935,81.83,40.78,3.902305964,0.828,49971.13146,1.5,0
Australia,2018,0.06,0.1,2.137199879,1.8,2.5,0.0,73,6,2.2,7.28399992,6.4,3.7,92,98.71478885,97.39669,20.22107,16.91521091,103.1,82.53520912,26.70000076,3.165,100.0,100.0,1.561044177,100.0,95.0,-0.455872405,160.7520453,0.0,6.25293541,4.7,88.2,130.7,32.59999847,100.0,92.33333333,0.2,16.51921082,90.46,75.64,33.61344538,57,62.06481518,23.27868852,7.570441564,0.830985386,77,4.25568066,1.1,130,5.8,62.0,100.0,0,0,0.009636235,0,0.09,0.0,1,4,4,0,1,1,0.84705262,0,0,-2.668717671,1,20500,0.0,95.0,1.5,200,1300.0,7,2,2,1,14,2,2,2,2,2,2,2,3,2,2,2,2,1,8,1,3,3.249129487,21131467,3467466,82.05,43.19,3.771255134,0.817,57395.91947,1.5,0
Austria,2016,0.02,0.0,7.245999813,2.6,1.169999957,0.7,71,4,2.1,7.199999809,7.8,3.5,76,99.82321348,98.20382534,15.74653,15.89327146,82.87292816,83.28312947,30.60000038,4.704,100.0,100.0,1.009302326,100.0,95.0,-0.934076365,119.4389744,0.0,5.676161766,6.048092467,81.0,64.3,29.14999962,100.0,79.05,0.02,7.769983292,92.83,92.53,10.0,47,62.06481518,9.090909091,4.98615005,0.896044009,76,4.312938023,0.9,98,5.886311194,81.18695181,100.0,0,0,0.018256038,0,0.11,0.0,1,4,3,0,1,1,0.955124309,0,0,-1.686869978,1,3500,3.0,100.0,0.0,100,3500.0,7,2,2,1,12,2,2,2,1,2,2,1,3,3,2,1,1,0,5,1,2,105.8694934,5058968,3677700,89.0,101.07,1.631973233,0.763,45237.80509,1.0,0
Austria,2018,0.17,0.3,7.245999813,2.6,2.5,0.7,71,4,2.2,7.199999809,7.8,3.5,76,99.0645734,98.20382534,15.74653,15.89327146,91.5,83.28312947,30.60000038,4.704,100.0,100.0,1.009302326,100.0,95.0,-0.934076365,119.4389744,0.0,5.676161766,5.9,84.3,87.1,29.14999962,100.0,79.05,0.0,7.769983292,92.35,92.53,20.77922078,69,44.7532491,9.090909091,4.98615005,0.896044009,75,4.312938023,0.9,98,5.9,81.0,100.0,0,0,0.018256038,0,0.11,0.0,1,4,3,0,1,1,0.955124309,0,0,-1.686869978,1,241000,2.0,39.84,0.0,2900,62000.0,7,2,2,1,12,2,2,2,1,2,2,1,3,3,2,1,1,0,5,1,2,107.2069267,5117624,3691588,89.09,107.79,0.116018181,0.709,51499.88536,1.0,0
Bahamas,2016,0.48,1.9,6.604899883,2.6,10.0,0.7,69,80,5.8,6.505000114,21.0,10.6,79,98.61044862,91.83842,13.78672,44.49877751,109.5,80.95237519,2.0,6.767,72.19999695,99.0,0.653465347,100.0,54.31266,-3.991453154,95.79507762,0.0,12.6,5.045010016,80.0,51.3,33.27000046,76.9421898,51.94285714,0.34,20.43383789,92.83,78.45,58.2278481,90,42.85,45.16129032,3.853095993,0.978611544,65,3.748201607,30.8,266,5.0,55.0,92.5,0,0,0.009735802,0,0.59,0.0,1,3,3,0,1,0,0.46057433,0,1,-1.37896248,0,3600,6.2,90.0,7.3,1000,17000.0,7,2,2,2,11,1,2,2,1,2,2,1,1,2,2,1,4,0,7,3,0,37.75534466,324065,67167,56.04,72.42,5.317499526,0.734,31588.835,2.0,0
Bahamas,2018,0.38,1.9,3.726500034,2.6,10.0,0.7,68,80,5.8,5.769999981,11.0,10.6,97,87.09541209,90.33255,15.4,24.84076433,109.5,76.78571316,30.39999962,4.581,34.40000153,93.19999695,0.905063291,100.0,45.1244,0.103665291,43.97342106,0.0,12.6,5.4,80.0,51.3,63.13999939,97.4101115,28.54435925,0.1,7.880759239,74.88,84.97,44.44444444,28,54.06,37.5,15.39303783,0.978611544,65,3.748201607,38.0,95,5.570719431,57.13145047,87.2,0,0,-0.005859547,0,0.55,0.0,1,4,4,0,1,1,0.899039605,0,0,-1.228394828,1,8100,15.0,85.0,9.8,100,200.0,7,2,1,1,13,2,2,2,2,2,2,2,1,2,2,2,4,0,8,4,2,38.52547453,327853,67508,55.61,77.35,4.662612506,0.589,32217.87159,2.0,0
Bahrain,2016,0.47,0.1,0.280100018,2.6,1.2,0.7,65,15,3.1,6.168000221,30.0,7.6,86,99.54979369,97.38652,16.48,21.42377435,100.0,31.19890891,12.0,34.52,100.0,96.90000153,4.75,100.0,95.0,-1.831708888,70.73822573,4.6,1.3,5.2,98.0,157.3,36.0,99.0173801,9.440408163,0.06,6.682510376,83.0,69.83,33.33333333,53,45.25,15.38461538,0.235717328,0.978611544,36,5.286216883,4.7,217,5.3,60.0,100.0,0,0,0.025051102,1,0.5,0.0,0,3,1,1,0,0,0.224099871,1,1,-1.37896248,0,9700,1.04,52.5,12.1,1000,20000.0,0,0,0,0,3,0,2,1,0,0,0,0,0,2,1,1,2,1,10,4,4,1832.636175,1269685,155486,69.58,139.13,5.203829849,0.037,22619.11667,3.0,0
Bahrain,2018,0.19,0.1,3.801399946,2.6,1.2,0.7,68,15,3.1,5.790999889,46.0,7.6,91,99.38648,97.96511,15.46559,22.66313933,100.0,34.80663015,12.0,35.69,96.40000153,96.90000153,1.498192336,100.0,93.63791,-1.097021609,48.6231152,4.6,1.3,5.2,98.0,157.3,57.49000168,99.9698138,28.54435925,0.1,6.710301876,78.84,84.77,33.33333333,25,87.54,10.0,15.39303783,0.970108177,36,4.418430699,0.3,398,5.3,60.0,100.0,0,0,0.025051102,1,0.5,0.0,0,3,1,1,0,0,0.224099871,1,1,-1.37896248,0,22000,11.1,13.9,8.9,1000,20000.0,0,0,0,0,3,0,2,1,0,0,0,0,0,2,1,1,2,1,10,4,4,2017.2737,1331176,161408,69.65,151.59,3.197070038,0.031,24050.75751,3.0,0
Bangladesh,2018,0.37,4.4,4.405799866,36.4,15.1,14.3,61,176,20.1,4.693999767,227.0,34.2,89,79.93943,91.54676,9.97506,25.67324955,89.3,43.63636364,20.0,2.923,60.59999847,86.90000153,1.124528302,62.4,9.2603,-0.548201313,9.236862234,4.3,4.4,2.9,18.2,27.1,32.11999893,32.330873,0.0,0.3,0.372017175,90.97,50.04,33.33333333,2,2.36,10.52631579,3.5269607,0.768760392,28,2.852616337,2.7,42,3.8,77.0,20.2,0,1,0.052240526,1,0.05,3.871201011,1,4,2,0,1,0,0.541175821,0,1,-2.852129745,0,140000,0.2,66.7,2.1,1000,4500.0,2,0,1,0,7,1,2,1,1,1,1,0,1,2,0,1,4,1,12,4,4,1239.579312,59047279,105622472,51.26,38.24,1.188759432,0.136,1698.262802,4.0,0
Armenia,2016,0.47,2.440000057,3.026299953,20.8,5.800000191,4.2,62,25,7.4,4.349999905,45.0,14.10000038,93,99.80728398,84.11982,12.31785,59.04761905,99.63235294,76.78571316,10.69999981,37.86,89.5,100.0,0.675324675,100.0,81.48745,-0.195630491,58.26582913,3.900000095,16.29862022,4.313498436,46.3,31.0,31.29999924,99.6666829,22.58527273,0.05,1.671656966,89.16,57.71,6.060606061,89,12.45,10.52631579,0.593045017,0.841605994,35,3.401135002,1.8,164,3.958414994,83.95189751,99.6,0,0,0.053966503,1,0.13,0.0,1,4,3,0,1,1,0.87283978,0,0,-1.867682537,0,4600,0.6,99.1,14.3,200,2000.0,4,1,1,0,6,1,1,1,1,1,0,1,1,2,0,0,3,0,9,4,0,103.1312259,1845032,1079784,68.27,75.92,5.436128709,0.205,3591.829276,3.0,0
Barbados,2016,0.21,1.5,1.68809998,7.7,4.4,6.8,71,27,7.9,5.68900013,22.0,12.3,94,96.59757476,91.03867,13.27974,32.66932271,102.9,66.87402482,10.39999962,26.35,96.40000153,100.0,0.653465347,100.0,88.05668,-1.705379631,55.48117828,1.9,9.7,5.1,79.5,45.3,29.62000084,84.5218107,0.01,0.07,1.704974532,90.26,80.87,75.0,74,70.84947802,50.0,13.17843089,0.847691314,68,3.904567143,1.2,179,4.7,44.0,98.7,0,0,0.009735802,0,0.4,0.0,1,4,4,0,1,1,0.909114607,0,0,-1.686869978,1,3600,0.0,93.5,1.4,100,1000.0,7,2,2,1,12,2,2,2,1,2,2,1,2,2,2,2,4,0,12,3,1,664.6418605,88899,196097,63.24,85.08,10.38285593,0.664,16936.90604,2.0,0
Barbados,2018,0.27,1.5,3.765100002,7.7,4.4,6.8,67,27,7.9,5.790999889,62.0,12.3,99,95.87227,92.1,14.80786,38.17567568,102.9,65.84022072,9.899999619,26.35,90.5,97.59999847,0.911832947,100.0,54.73459,2.930533913,48.6231152,1.9,9.7,5.1,79.5,45.3,50.72999954,83.5203292,45.82,0.06,2.18290782,88.84,70.51,75.0,67,42.41223339,15.38461538,2.686883141,0.899205178,68,3.885017549,1.8,304,4.7,58.0,98.7,0,0,0.012848547,1,0.43,0.0,1,4,4,0,1,1,0.926796377,0,0,-1.767362936,1,6900,0.0,67.2,2.1,100,3200.0,7,2,2,1,12,2,2,2,1,2,2,1,2,2,2,2,4,0,12,3,1,666.6069767,89027,196692,62.51,82.88,9.584583359,0.672,17949.28151,2.0,0
Belgium,2016,0.02,0.0,9.538999557,2.6,1.169999957,0.7,71,7,2.2,6.936999798,9.0,4.099999905,96,99.57905,98.30414,16.33158,13.49480969,95.64428312,81.24999638,39.29999924,33.73,99.5,100.0,1.085261876,100.0,95.0,-1.515349231,93.90762454,0.0,8.738529205,5.407653491,85.0,46.0,32.97000122,100.0,60.00445643,0.06,8.849398613,92.83,77.4,0.0,63,51.96,16.21621622,7.697866733,0.985152275,77,3.925032421,1.6,108,5.431063775,69.62822969,100.0,0,0,0.007814141,0,0.56,0.0,1,4,4,0,1,1,0.947347106,0,0,-1.171210866,1,1400,0.7,85.4,1.2,100,1400.0,8,2,2,2,12,2,2,2,1,2,1,2,2,3,2,2,2,0,7,2,1,374.2213342,11095615,235807,90.52,157.56,13.37179882,0.834,42012.0999,1.0,0
Belgium,2018,0.2,0.2,9.538999557,2.6,2.5,0.7,71,7,2.2,6.936999798,9.0,3.9,96,99.38648,98.30414,16.33158,13.49480969,96.6,81.24999638,39.29999924,33.73,99.5,100.0,1.085261876,100.0,95.0,-1.515349231,93.90762454,0.0,8.738529205,4.9,86.5,65.9,32.97000122,100.0,60.00445643,0.1,8.849398613,92.83,77.4,0.0,63,40.65638399,16.21621622,7.697866733,0.985152275,75,3.925032421,1.6,108,5.8,70.0,100.0,0,0,0.007814141,0,0.56,0.0,1,4,4,0,1,1,0.947347106,0,0,-1.171210866,1,10000,0.7,85.4,1.4,500,2200.0,8,2,2,2,12,2,2,2,1,2,1,2,2,3,2,2,2,0,7,2,1,377.2149273,11140192,231876,90.69,165.31,8.623743076,0.819,47472.13673,1.0,0
Bermuda,2016,0.58,11.9,1.646800041,21.0,6.0,5.0,54,138,18.8,4.788000107,99.0,35.4,88,99.8345124,87.85464,12.49301,23.47908745,97.95656197,69.88636321,26.20000076,18.89,80.69999695,93.80000305,1.314606742,100.0,44.77891,-2.199523632,47.04094827,21.8,4.5,3.457427543,18.0,23.4,30.82999992,71.8284713,0.95,0.1,2.354017496,71.21,58.73,0.0,76,22.00295678,5.535055351,4.208052975,0.571313216,46,3.401135002,25.2,149,4.064956701,72.0,82.6,0,0,0.03285961,0,0.74,0.0,1,4,4,0,1,1,0.870234413,0,0,-1.710592195,1,3500,12.9,73.8,6.7,1000,4400.0,4,1,2,1,5,0,2,1,0,1,1,0,1,2,0,1,4,0,10,4,5,1195.462942,65341,0,46.2,108.02,1.438224182,0.378,4121.732435,2.0,0
Bermuda,2018,0.4,39.5,1.542699933,33.6,13.5,7.4,55,311,26.7,4.518000126,399.0,34.0,91,80.9139517,87.85464,10.29144,16.96869852,100.0,70.75306936,29.5,6.059,28.0,82.30000305,1.621621622,49.6,43.7808,-2.197914507,1.079971532,4.2,2.73955965,3.758295157,10.6,0.9,32.11999893,33.0325894,0.425,0.26,0.319443613,67.3,52.66,0.0,65,11.19,0.0,17.17185941,0.713841553,39,4.006861266,10.3,46,3.4,62.0,83.0,0,0,0.050800445,0,0.42,0.0,1,4,4,0,1,1,0.828610436,0,1,-2.192473833,1,28800,10.7,76.4,4.5,4800,120000.0,7,1,1,1,14,2,2,2,2,1,2,1,1,3,1,4,4,0,12,4,3,1184.592572,65441,0,46.14,151.08,0.444206978,0.582,520.8966027,2.0,0
