Country,Data_year,SLAVERY,Poverty,Cereal_yield,Stunting_u5s,Undernourish,Wasting_u5s,Life_expect,Maternal_mort,Neonatal_mort,Wellbeing,Tuberculosis,Infant_mort,Infant_vaccines,Literacy_15_24yrs,Primary_school,Yrs_of_school,Lack_contraception,F_school,M_school,F_parliam,Freshwater,Sanitation,Water_acc,Co2_fuel,Electric_acc,Fuel_acc,Growth_rate,ATMs,Child_lab,Unemploy,Infrastruct,Internet_use,Broadband,Inequality,Piped_water,Treated_waste,Climate_chg_vuln,Co2_energy_pc,Ocean_biodiv,Ocean_clean,Ocean_protect,Ocean_fisheries,Fish_overexploit,Terrestrial_protect,Forest_change,Species_survival,CPI,Gov_efficien,Homicides,Prison_pop,Property_rights,Safe_night,Regist_birth,Masskill_ongo,Masskill_ever,GDPpc_growth,Minority_rule,Ethnic_fract,Battle_deaths,Pol_cand_restr,Party_ban,Relig_freeMK,Polkill_apprvd,Freemv_M,Freemv_F,Free_discuss,Social_ineq,Soc_powerdist,Trade_openMK,Democ,Sexwrk_size,Sexwrk_HIV,Sexwrk_condom,Sexwrk_Syphilis,AIDS_death,AIDS_Orph,Physrights_indx,Extrajud_kill,Pol_impris,Torture,Polrights_indx,Free_assem,Freemv_foreign,Freemv_dom,Free_speech,Free_polit,Relig_freeCIRI,Work_rightCIRI,Econ_right_F,Pol_right_F,Indep_judic,Rape_prev,Rape_report,Rape_enclave,Rape_compl,Phys_secF,Gender_equal,Pop_dens,Urban_population,Rural_population,KOF_Globalis,Trade_open,FDI,VDEM_Libdem,GDPpc,Pol_terror,Armedcon
Liechtenstein,2018,0.17,0.0,11.53770065,2.6,1.2,0.7,73,3,1.8,7.199999809,4.8,3.599999905,95,98.77800124,91.24935,17.34512,25.16778523,100.0,75.81601976,32.0,84.71,98.69999695,100.0,0.905063291,100.0,95.0,0.582230692,58.84848828,0.0,18.3,6.311317348,98.1,119.5,32.72999954,84.5218107,67.31518659,0.07,4.625229836,91.85,77.46,0.0,77,45.25,0.0,7.697866733,0.970108177,85,5.320377733,0.7,106,6.00721935,83.0,100.0,0,0,0.018387587,0,0.71,0.0,1,0,3,0,1,1,0.46057433,0,1,-0.95177217,0,13000,7.7,100.0,2.1,500,8100.0,8,2,2,2,4,1,2,1,0,1,2,1,3,3,1,3,2,0,11,4,5,236.9375,5429,32493,54.56,304.48,554.3661624,0.509,165028.245,1.0,0
Lithuania,2016,0.4,0.0,3.975199938,2.6,1.169999957,0.7,65,10,2.5,5.833000183,62.0,5.199999809,93,99.85580122,95.26369,16.38875,30.52772211,98.9564032,82.79570321,23.39999962,9.686,92.40000153,96.59999847,2.547619048,100.0,93.0914,2.391439712,51.69088142,0.0,9.477295876,4.945202681,72.13,48.2,37.56999969,99.3410052,45.82,0.03,4.537558556,92.51,70.74,42.85714286,79,40.67,62.96296296,9.051156665,0.988091934,61,3.446601478,6.7,329,4.286606276,52.78141196,100.0,0,0,0.02460404,0,0.32,0.0,1,4,4,0,1,1,0.771231463,0,0,-1.228394828,1,5300,11.1,70.6,0.7,500,1600.0,7,2,2,1,9,1,2,2,1,1,1,1,2,2,2,1,3,0,8,3,0,45.78766499,1932212,936019,80.77,134.38,2.963213093,0.774,14999.47964,1.0,0
Lithuania,2018,0.58,1.1,3.975199938,2.6,2.5,0.7,65,10,2.5,5.833000183,62.0,5.3,93,99.85580122,95.26369,16.38875,30.52772211,100.0,82.79570321,23.39999962,9.686,92.40000153,96.59999847,2.547619048,100.0,93.0914,2.391439712,51.69088142,0.0,7.1,4.9,74.4,71.7,37.56999969,99.3410052,45.82,0.0,4.537558556,92.51,70.74,42.85714286,79,42.41223339,62.96296296,9.051156665,0.988091934,59,3.446601478,6.7,329,4.3,61.0,100.0,0,0,0.02460404,0,0.32,0.0,1,4,4,0,1,1,0.771231463,0,0,-1.228394828,1,5200,11.1,83.5,2.1,100,1000.0,7,2,2,1,9,1,2,2,1,1,1,1,2,2,2,1,3,0,8,3,0,44.53135138,1909164,918557,81.29,149.3,2.063312325,0.718,19071.29979,1.0,0
Luxembourg,2016,0.02,0.0,5.935500145,2.6,1.169999957,0.7,72,10,0.9,6.946000099,6.6,1.899999976,99,99.80049,92.33034,13.88,19.8341396,94.00674148,79.94011839,28.29999924,1.286,97.59999847,100.0,5.444444444,100.0,95.0,0.223214583,106.2910879,0.0,5.863007069,5.600799034,94.67,80.5,30.76000023,100.0,95.0,0.01,20.89781189,84.64,79.21,0.0,64,69.18,0.0,5.066814794,0.986077128,81,5.138307522,0.8,122,6.232936265,70.61564805,100.0,0,0,0.012280015,0,0.39,0.0,1,4,4,0,1,1,0.974859665,0,0,-1.603275039,1,13000,0.0,52.3,24.5,100,8200.0,8,2,2,2,14,2,2,2,2,2,2,2,3,3,2,2,2,0,7,1,1,239.5119342,526490,55524,83.63,390.66,31.39293936,0.813,104278.391,1.0,0
Luxembourg,2018,0.15,0.1,5.935500145,2.6,2.5,0.7,72,10,1.5,6.946000099,6.6,2.4,99,98.87237876,92.33034,13.88,19.8341396,94.3,79.94011839,28.29999924,1.286,97.59999847,100.0,5.444444444,100.0,95.0,0.223214583,106.2910879,0.0,5.863007069,5.6,98.1,83.7,30.76000023,100.0,95.0,0.0,20.89781189,82.68,77.46,0.0,61,67.79,0.0,5.066814794,0.986077128,82,5.138307522,0.8,122,6.3,79.0,100.0,0,0,0.011757793,0,0.13,0.0,1,4,4,0,1,1,0.953120584,0,0,-1.581440911,1,20000,7.7,58.3,12.1,100,6600.0,8,2,2,2,14,2,2,2,2,2,2,2,3,3,2,2,2,0,7,1,1,250.0938272,543862,55587,83.65,387.1,28.10375425,0.79,116597.2956,1.0,0
Macao,2016,0.15,0.2,3.801399946,5.6,1.2,5.2,67,4,4.4,7.363999844,29.0,12.2,92,98.13035494,91.54676,14.38712,16.93548387,100.0,70.554272,12.69999981,17.03,98.0,99.90000153,2.547619048,100.0,95.0,-1.353223129,44.75015557,0.0,9.7,4.7,95.2,100.6,36.20999908,84.5218107,28.54435925,0.04,12.64732838,79.69,63.5,50.0,75,65.97,60.0,8.863045372,0.966504215,68,3.773055774,1.0,60,5.544937197,88.0,100.0,0,0,0.029971444,0,0.5,0.0,1,4,4,0,1,1,0.738819183,0,1,-2.451118702,0,3900,0.5,100.0,0.0,1000,4500.0,7,2,2,2,10,2,2,2,0,1,2,1,0,2,2,3,2,0,11,3,3,20159.0792,612167,0,53.23,110.56,9.821524606,0.672,74061.08603,1.0,0
Macao,2018,0.29,18.23999977,1.627699971,12.0,14.8,6.5,54,138,16.5,7.118999958,81.0,35.4,80,80.57444119,86.53122,9.97506,42.20430108,101.8612424,55.19750536,17.60000038,1.128,22.5,88.69999695,3.74,73.8,68.33842,1.309471595,66.19826566,23.4,7.2,4.945202681,73.8,105.3,63.13999939,96.7902399,28.54435925,0.1,6.714382648,82.52,58.64,0.0,35,51.63318232,14.28571429,12.94212051,0.404354553,52,3.748201607,12.4,132,5.570719431,36.34610431,93.5,0,0,0.012848547,1,0.1,0.0,1,4,4,0,1,1,0.909114607,0,0,-2.718603473,1,3900,17.8,91.8,12.1,500,3200.0,7,2,2,1,11,2,2,2,0,2,2,1,1,2,2,3,3,0,11,3,5,20777.50026,622567,0,53.38,116.0,5.866978129,0.672,87208.53591,1.0,0
Madagascar,2016,0.67,81.76000214,2.437299967,49.2,33.0,0.0,55,353,19.7,3.680999994,235.0,49.59999847,64,64.94024867,77.07133,10.34581,42.80155642,107.6965625,94.20290176,20.5,4.896,12.0,51.5,1.189907039,15.39999962,5.0,-6.829774793,2.049520965,22.89999962,2.174271345,2.641179203,3.7,3.1,44.11000061,15.8939026,0.53125,0.12,0.112992808,80.29,64.44,10.0,55,4.17,33.91304348,11.5014563,0.797089761,28,2.762166851,11.1,87,3.068350083,45.76448917,83.0,0,0,0.027338345,0,0.88,0.0,1,4,4,0,1,1,0.683197787,0,1,-2.052354869,1,191200,5.5,62.8,12.1,1600,22000.0,3,1,0,0,6,0,2,1,1,0,1,1,2,2,0,1,2,0,7,3,1,42.78855277,8926190,15968361,50.32,60.83,7.119516896,0.254,475.9553656,3.0,0
Madagascar,2018,0.75,76.6,2.437299967,49.2,42.3,15.2,55,353,18.6,3.680999994,235.0,46.4,64,64.94024867,77.07133,10.34581,42.80155642,109.8,94.20290176,20.5,4.896,12.0,51.5,1.124528302,16.8,5.0,-6.829774793,2.049520965,22.9,1.8,2.7,4.7,8.1,44.11000061,15.8939026,0.53125,0.1,0.112992808,80.29,64.44,10.0,55,4.17,33.91304348,11.5014563,0.797089761,24,2.762166851,11.1,87,3.2,42.0,83.0,0,0,0.027338345,0,0.88,0.0,1,4,4,0,1,1,0.683197787,0,1,-2.052354869,1,191200,5.5,62.8,12.1,1700,24000.0,3,1,0,0,6,0,2,1,1,0,1,1,2,2,0,1,2,0,7,3,1,45.13985562,9339002,16231893,50.06,62.5,6.514368891,0.281,527.501285,2.5,0
Malawi,2016,0.67,70.91000366,2.187799931,42.4,20.70000076,3.8,51,634,21.8,4.291999817,227.0,64.0,85,72.13956438,96.90134,10.75378,27.53623188,65.70881226,98.93475974,16.70000076,7.853,41.0,90.19999695,1.660347551,9.800000191,5.0,-5.928134039,4.852664356,39.29999924,6.74263525,2.753386842,5.83,3.9,43.90999985,33.2039737,0.0,0.42,0.079231486,79.2,63.73,28.57142857,53,22.34,60.0,7.00469593,0.80521062,31,3.245054544,1.8,76,4.156118965,39.48372172,2.3,0,1,0.025972512,0,0.67,0.0,0,4,4,0,1,0,0.693641386,0,1,-2.192473833,1,36400,55.0,65.0,6.0,14000,560000.0,5,1,1,1,10,1,2,2,1,1,2,1,1,2,2,4,3,2,14,3,2,182.491398,2986195,15105380,50.16,77.91,4.350709056,0.429,315.7773264,2.5,0
Malaysia,2016,0.43,0.280000001,3.905499935,17.2,5.0,0.0,65,40,3.9,5.769999981,103.0,7.0,94,98.41871381,97.03121,12.73096,42.20430108,92.96333003,66.41883581,10.39999962,1.931,96.0,98.19999695,1.498192336,100.0,95.0,1.02779245,51.90798746,12.5,2.934149504,5.625863885,67.5,12.5,46.20999908,100.0,8.64,0.07,7.898823738,80.16,66.84,0.0,65,19.23256173,3.773584906,19.14796741,0.69699514,50,5.096361681,2.3,132,5.350822533,44.40079484,100.0,0,0,0.04118329,0,0.59,0.0,1,4,2,0,1,1,0.65709276,0,1,-1.407240148,0,37000,6.3,83.5,0.3,3300,43000.0,3,1,0,0,3,0,1,1,0,1,0,0,1,2,1,2,3,0,9,3,5,93.39462487,23340549,7846716,80.9,126.9,3.572870442,0.176,9817.740861,3.0,0
Malaysia,2018,0.69,1.4,3.905499935,17.2,2.5,0.0,65,40,4.4,5.769999981,103.0,8.3,94,98.41871381,97.03121,12.73096,42.20430108,92.6,66.41883581,10.39999962,1.931,96.0,98.19999695,1.498192336,100.0,95.0,1.02779245,51.90798746,0.0,3.4,5.3,78.8,91.5,46.20999908,100.0,8.64,0.1,7.898823738,80.16,66.84,0.0,65,19.23256173,3.773584906,19.14796741,0.69699514,47,5.096361681,2.3,132,5.3,44.0,100.0,0,0,0.04118329,0,0.59,0.0,1,4,2,0,1,1,0.65709276,0,1,-1.407240148,0,37000,6.3,83.5,0.3,2600,43000.0,3,1,0,0,3,0,1,1,0,1,0,0,1,2,1,2,3,0,9,3,5,95.96282149,23859558,7764706,81.41,130.5,3.201336118,0.246,11373.233,3.0,0
Maldives,2016,0.62,2.5,6.548399925,20.3,8.5,10.2,68,68,4.8,7.186999798,106.0,8.5,95,99.13370342,90.81154,14.62357,21.42377435,98.4,55.37084517,20.70000076,24.34,93.0,99.0,0.653465347,100.0,62.59297,-2.924024936,56.57921082,2.200000048,5.0,4.12930648,59.1,61.9,36.02999878,92.9306005,3.179546173,0.27,6.710301876,88.23,72.82,6.060606061,7,13.57,0.0,3.316827133,0.978611544,33,2.636217896,39.9,142,4.3,50.0,92.5,0,0,0.010142187,1,0.24,0.0,1,1,3,0,0,0,0.437722278,0,1,-2.01892684,0,10000,0.0,90.5,3.1,500,1000.0,4,1,1,1,6,1,1,2,1,0,0,1,2,2,0,1,4,0,9,4,4,1585.043333,166628,261128,50.45,144.91,8.638969928,0.157,9209.288625,2.5,0
Maldives,2018,0.64,2.5,11.53770065,20.3,8.5,10.2,66,68,4.8,5.994999886,21.0,8.5,98,99.21181926,91.24935,13.79685,25.39414414,98.4,79.78883724,18.0,33.73,75.0,95.09999847,1.378688525,100.0,27.57677,-2.03087097,116.8194345,4.1,5.0,3.52756392,59.1,61.9,32.81999969,87.1542813,10.0,0.34,4.14554739,87.04,77.68,0.0,62,35.03,1.459854015,0.862703096,0.982915645,33,3.401135002,17.0,158,4.010263779,52.0,92.5,0,0,0.009616641,0,0.54,0.0,1,0,4,0,1,1,0.254533242,0,1,-2.344236351,0,5300,1.5,80.4,1.4,1000,20000.0,4,1,0,1,2,0,2,1,0,0,1,0,3,2,0,1,4,0,9,3,3,1718.986667,171827,264503,50.24,146.27,9.42399193,0.163,10330.61561,2.5,0
Mali,2016,0.63,49.25,1.550699949,38.5,5.0,15.3,49,587,37.8,3.994999886,58.0,114.6999969,77,47.13697999,64.40381,8.42596,70.89618456,54.90193934,61.91646263,8.800000191,4.322,24.70000076,77.0,3.74,25.60000038,5.0,-5.556373631,4.26123852,21.39999962,8.487168312,3.209747326,7.0,1.8,33.02000046,36.6767722,0.0,0.16,0.079956375,69.77,75.39,83.33333333,64,32.54,29.41176471,8.802672919,0.980521793,35,3.56162129,7.5,36,3.748549763,71.30584368,80.8,0,0,0.036370127,0,0.69,3.784189634,1,4,3,0,1,1,0.727052586,0,0,-2.229140304,0,35900,24.2,98.1,12.1,6500,110000.0,6,1,2,1,12,1,2,2,2,2,2,1,0,2,0,4,4,2,16,3,2,14.72346848,7338834,10656003,48.69,63.79,2.972409835,0.373,779.874933,3.5,1
Mali,2018,0.36,28.1,1.550699949,38.5,4.0,15.3,49,587,35.7,3.994999886,58.0,110.6,77,47.13697999,64.40381,8.42596,70.89618456,56.7,61.91646263,8.800000191,4.322,24.70000076,77.0,3.083333333,27.3,5.0,-5.556373631,4.26123852,55.8,7.9,2.7,11.1,23.2,33.02000046,36.6767722,0.0,0.2,0.079956375,69.77,68.44,100.0,76,34.64,29.41176471,8.802672919,0.980521793,31,3.56162129,7.5,36,3.6,58.0,87.2,0,0,0.036370127,0,0.69,3.784189634,1,4,3,0,1,1,0.727052586,0,0,-2.229140304,0,35900,24.2,98.1,0.0,6500,120000.0,6,1,2,1,12,1,2,2,2,2,2,1,0,2,0,4,4,2,16,4,2,15.63501586,7708272,10833708,48.72,57.65,3.126109576,0.314,899.6599081,4.0,1
Malta,2016,0.17,0.1,3.905499935,2.6,2.5,0.7,65,9,4.6,5.477000237,6.3,6.8,97,99.10572011,92.00254,15.24619,38.98500577,94.0,81.24999638,26.70000076,17.03,96.40000153,100.0,1.333333333,100.0,95.0,-0.03872691,35.86609314,0.0,4.3,4.2,77.3,71.9,26.47999954,100.0,9.440408163,0.0,6.367546082,93.44,77.12,0.0,64,45.25,5.0,4.430033765,0.970108177,56,3.925032421,0.3,82,5.1,77.0,100.0,0,1,0.005994713,0,0.18,0.0,0,4,3,0,1,1,0.816989491,0,1,-1.59847389,1,25000,6.2,68.2,1.4,500,6500.0,4,1,2,1,9,1,2,1,0,1,2,0,1,2,2,1,3,0,9,2,5,1422.9875,430220,25136,78.3,290.03,117.8217817,0.574,25151.51962,1.0,0
Malta,2018,0.37,0.1,3.801399946,2.6,2.5,0.7,69,9,4.6,5.477000237,86.0,6.8,97,99.13370342,92.00254,16.39,22.66313933,94.0,55.19750536,18.0,17.03,91.5,97.90000153,1.333333333,100.0,95.0,-0.711999089,50.98907782,0.0,4.3,4.2,77.3,71.9,63.13999939,93.8724641,9.440408163,0.0,7.880759239,90.73,72.14,29.19254658,3,46.84,10.0,6.351098205,0.945557308,56,3.787633754,1.1,335,5.1,77.0,100.0,0,0,0.000153998,0,0.44,0.0,1,4,4,0,1,1,0.816989491,0,0,-1.171210866,1,1700,0.5,68.2,20.9,100,4100.0,7,2,2,1,10,2,2,2,0,1,2,1,3,2,1,4,2,0,10,2,2,1511.03125,439915,25377,77.87,268.85,48.88507181,0.558,30029.96704,1.0,0
Mauritius,2016,0.17,0.529999971,3.765100002,2.6,5.0,3.7,65,53,8.4,5.477000237,22.0,13.5,97,98.13035494,98.12052,15.57618,34.49519231,87.38611691,60.05326151,11.60000038,26.35,93.09999847,99.90000153,1.310344828,100.0,95.0,0.317233678,44.75015557,12.5,7.891042709,4.579701052,41.44,28.7,50.72999954,99.916148,5.438888889,0.07,3.127070904,89.87,62.33,0.0,69,54.06,0.0,4.280833806,0.404354553,53,4.298001497,2.8,202,5.094426316,63.91657221,100.0,0,0,0.024372597,0,0.46,0.0,0,4,4,0,1,1,0.955336013,0,1,-1.767362936,1,6200,15.0,67.2,6.4,500,3200.0,7,2,2,1,11,2,2,2,0,2,2,1,2,2,2,1,3,0,8,2,5,622.4004926,516887,746586,72.66,97.99,3.302266122,0.711,9681.618567,2.0,0
Mauritius,2018,0.1,0.2,3.765100002,10.1,5.2,2.3,65,53,8.4,5.477000237,22.0,13.7,97,98.13035494,98.12052,15.57618,34.49519231,92.6,60.05326151,11.60000038,26.35,93.09999847,99.90000153,1.310344828,99.2,95.0,0.317233678,44.75015557,4.6,7.2,4.5,52.2,51.6,52.06000137,99.916148,5.438888889,0.1,3.127070904,89.87,62.33,0.0,69,54.06,0.0,4.280833806,0.404354553,50,4.298001497,2.8,202,4.7,66.0,99.2,0,0,0.024372597,0,0.46,0.0,0,4,4,0,1,1,0.955336013,0,1,-1.767362936,1,6200,15.0,67.2,6.4,1000,3600.0,7,2,2,1,11,2,2,2,0,2,2,1,2,2,2,1,3,0,8,2,5,623.3019704,516481,748132,72.46,94.85,3.325291471,0.728,11238.69039,2.0,0
Monaco,2016,0.13,0.0,0.280100018,2.6,1.2,0.7,73,3,1.8,6.75,3.1,3.4,94,99.70960245,89.99475,15.66023,16.91521091,93.88379208,76.78571316,21.79999924,24.53,87.80000305,99.19999695,2.615384615,100.0,95.0,-0.815138754,40.24318317,0.0,6.956402302,5.7,95.2,75.0,41.09999847,77.1184695,45.82,0.03,18.07245064,78.56,67.36,0.0,76,45.25,17.64705882,6.845082272,0.966504215,70,3.748201607,4.7,162,5.544937197,85.77168718,100.0,0,0,0.020625871,1,0.71,0.0,1,4,4,0,1,1,0.882563921,0,0,-1.228394828,1,25000,0.0,89.9,4.8,100,8200.0,7,2,1,1,11,2,2,2,0,2,2,1,3,2,2,1,2,0,8,4,7,19035.0,38499,0,50.24,326.19,621.1887195,0.782,169915.8048,1.0,0
Monaco,2018,0.06,0.1,6.548399925,2.6,1.2,0.7,72,8,1.8,6.867000103,7.7,3.4,93,99.82321348,93.37542,16.45695,19.8341396,94.0,85.17985721,29.39999962,24.53,100.0,99.5,1.333333333,100.0,95.0,0.223214583,97.52859429,0.0,4.374475479,5.2,95.2,75.0,28.19000053,83.5203292,71.26,0.02,6.367546082,84.74,77.46,0.0,66,62.06481518,6.666666667,7.697866733,0.978611544,81,5.228212773,1.0,266,6.096499301,80.0,100.0,0,0,0.009636235,0,0.56,0.0,1,4,4,0,1,1,0.964245077,0,0,-1.290354161,1,1000,6.2,87.97,1.2,1000,4400.0,8,2,2,2,12,2,2,2,0,2,2,1,3,3,2,4,2,1,10,3,4,19035.0,38695,0,50.53,147.4,554.3661624,0.83,185741.28,1.0,0
Mongolia,2016,0.29,0.379999995,1.646800041,10.8,20.5,1.0,60,44,11.1,4.874000072,170.0,22.39999962,98,98.46024575,94.74501,14.59402,28.57142857,105.7713651,82.67254111,14.5,1.583,59.70000076,64.40000153,3.74,89.76255798,27.57677,4.455996993,58.77598649,15.19999981,7.071959496,3.266249979,27.0,18.2,36.52000046,33.0325894,19.8,0.12,6.915146351,90.1,72.82,6.060606061,83,5.22,16.17647059,9.440664587,0.945557308,39,3.202003665,9.7,287,3.67840277,51.94756952,99.0,0,0,0.041046161,0,0.37,0.0,1,4,4,0,1,1,0.959349734,0,1,-1.571681116,1,1300,0.0,84.3,24.5,100,3200.0,6,2,2,0,11,2,2,2,1,2,1,1,2,2,1,1,3,0,9,3,0,1.967326013,2067622,959776,65.66,95.61,11.7811597,0.512,3660.150746,2.5,0
Moldova,2016,0.55,0.079999998,3.163899899,6.4,8.5,1.9,62,23,11.9,5.888999939,153.0,15.80000019,90,100.0,87.85464,11.86843,40.91858038,97.67963128,87.52834424,21.79999924,8.68,76.40000153,88.40000153,1.488888889,100.0,88.97903,-1.26471696,36.49779982,16.29999924,5.034141541,3.502143535,46.6,47.2,33.02999878,85.7414363,34.153,0.04,1.398821831,78.19,63.5,0.0,87,4.839853773,0.0,1.142102622,0.966504215,33,2.84528274,6.5,188,3.232900263,45.07638364,99.6,0,0,0.029971444,0,0.55,0.0,1,4,4,0,1,1,0.835797939,0,0,-1.603275039,1,21300,3.9,88.2,0.3,1000,4200.0,5,2,1,0,7,0,2,1,1,1,1,1,2,2,0,1,4,0,8,3,0,123.7312851,1509971,2041983,68.84,87.64,5.276028046,0.437,2880.439281,2.0,0
Moldova,2018,0.55,0.1,3.163899899,6.4,8.5,1.9,62,23,11.9,5.888999939,153.0,15.9,90,100.0,87.85464,11.86843,40.91858038,101.7,87.52834424,21.79999924,8.68,76.40000153,88.40000153,1.488888889,100.0,88.97903,-1.26471696,36.49779982,16.3,4.5,3.3,71.0,47.3,33.02999878,85.7414363,34.153,0.0,1.398821831,83.19,63.5,0.0,90,12.45,0.0,1.142102622,0.966504215,31,2.84528274,6.5,188,3.4,42.0,99.6,0,0,0.029971444,0,0.55,0.0,1,4,4,0,1,1,0.835797939,0,0,-1.603275039,1,21300,3.9,88.2,2.1,1000,4400.0,5,2,1,0,7,0,2,1,1,1,1,1,2,2,0,1,4,0,7,4,0,123.5198035,1510667,2039083,68.72,84.29,3.871743557,0.407,4228.922475,2.5,0
Montenegro,2016,0.4,1.690000057,3.451499939,9.4,2.5,2.8,66,7,3.1,5.191999912,21.0,4.699999809,88,99.21181926,98.36153,15.17869,82.65306122,88.99735066,70.75306936,17.29999924,13.89,95.90000153,99.69999695,0.58974359,100.0,71.93024,-1.321367498,70.82106452,12.5,18.20599174,3.52756392,61.0,23.1,28.57999992,94.2395786,5.1,0.08,4.14554739,88.23,61.6,0.0,67,24.72252393,0.0,1.797033079,0.817720544,46,3.627117317,2.7,208,4.064956701,76.98395346,98.9,0,0,0.028371806,0,0.7,0.0,1,4,4,0,1,1,0.736751735,0,1,-1.671705624,1,21300,0.5,82.8,0.3,100,2900.0,7,2,2,1,10,1,2,2,1,1,2,1,1,2,0,0,4,0,9,3,0,46.26788104,411597,210706,71.54,103.67,17.31848543,0.367,7028.936577,1.0,0
Montenegro,2018,0.59,0.0,3.451499939,9.4,2.5,2.8,66,7,2.4,5.191999912,21.0,3.8,88,99.21181926,98.36153,15.17869,82.65306122,89.2,64.39790547,17.29999924,2.674,95.90000153,99.69999695,0.58974359,100.0,71.93024,-1.321367498,70.82106452,12.5,16.0,3.6,69.9,60.0,28.57999992,94.2395786,5.1,0.1,4.14554739,88.23,61.6,0.0,67,8.6,0.0,1.797033079,0.817720544,46,3.627117317,2.7,208,3.9,71.0,99.4,0,0,0.028371806,0,0.7,0.0,1,4,4,0,1,1,0.736751735,0,1,-1.671705624,1,300,0.5,82.8,0.1,100,1000.0,7,2,2,1,10,1,2,2,1,1,2,1,1,2,0,0,4,0,9,2,0,46.27100372,413800,208671,72.1,109.61,15.28313471,0.356,8845.914219,1.5,0
Morocco,2016,0.64,3.119999886,1.454400063,14.9,5.0,2.3,61,121,17.6,5.013000011,106.0,27.60000038,99,81.51006786,98.27114,11.56266,25.39414414,60.60037523,34.80663015,17.0,35.69,76.69999695,85.40000153,1.802867384,100.0,95.0,-1.353223129,25.82532288,8.300000191,9.607040405,4.356321316,56.8,15.0,40.88000107,91.0071916,39.39325,0.09,1.737915516,83.79,68.17,6.666666667,79,4.839853773,14.5631068,4.389160928,0.887012386,36,3.743168046,2.2,220,4.690334964,66.35722986,94.0,0,0,0.026772103,0,0.48,0.0,1,4,2,0,1,0,0.744320042,0,1,-1.930014036,0,72000,1.3,52.3,1.6,500,7500.0,3,1,0,1,5,0,2,1,1,0,0,1,1,2,0,1,4,1,12,4,4,78.70557024,21645836,13630950,69.73,80.86,2.755038276,0.253,2896.720003,2.5,0
Mozambique,2016,0.52,68.73999786,0.702600002,43.1,25.29999924,6.1,46,489,27.1,4.971000195,551.0,78.5,78,67.1496373,87.37313,9.28123,64.55083378,54.4535071,109.7625245,39.59999847,0.4073,20.5,51.09999847,0.201342282,20.20000076,5.00216,-3.171018601,9.106682123,22.20000076,22.27142143,2.667029557,5.94,1.8,45.65999985,25.2315866,2.5,0.23,0.131189808,86.86,68.11,100.0,76,12.57,27.77777778,7.087027551,0.831816927,31,3.148153539,12.4,65,3.519441512,41.92023265,47.9,0,1,0.023658324,0,0.69,0.0,1,4,4,0,1,1,0.776524061,0,0,-1.644726808,0,27300,60.5,88.0,22.3,56000,1100000.0,5,1,2,0,7,1,0,2,1,0,2,1,1,3,0,0,3,0,8,3,2,35.38994125,10068983,18760493,54.47,105.64,19.00719363,0.316,428.926488,3.0,1
Mozambique,2018,0.54,66.5,0.702600002,43.1,26.6,6.1,46,489,27.1,4.971000195,551.0,71.3,78,67.1496373,87.37313,9.28123,64.55083378,54.3,109.7625245,39.59999847,0.4073,20.5,51.09999847,0.201342282,21.2,5.00216,-3.171018601,9.106682123,22.2,25.0,2.5,17.5,32.8,45.65999985,25.2315866,2.5,0.2,0.131189808,86.86,68.11,100.0,76,12.57,27.77777778,7.087027551,0.831816927,25,3.148153539,12.4,65,3.5,51.0,47.9,0,1,0.023658324,0,0.69,0.0,1,4,4,0,1,1,0.776524061,0,0,-1.644726808,0,27300,57.7,88.0,6.0,54000,1100000.0,5,1,2,0,7,1,0,2,1,0,2,1,1,3,0,0,3,0,8,3,2,37.50853531,10519085,19149749,54.72,131.99,21.64342353,0.275,498.9572202,3.0,1
Oman,2016,0.29,0.0,11.53770065,9.8,5.0,7.1,66,17,5.2,6.853000164,9.6,11.60000038,99,97.74372549,93.73292,13.63765,62.67605634,82.27738395,70.554272,1.200000048,84.71,96.69999695,93.40000153,2.209923664,97.6978302,95.0,-2.879065326,58.03842307,0.0,6.336513996,4.893687048,70.22,67.3,35.43000031,84.5218107,13.4,0.04,20.20389366,90.14,56.09,5.555555556,84,17.6,3.333333333,0.235717328,0.888738473,45,4.173837,1.1,61,5.085097806,70.32546283,100.0,0,0,0.0,1,0.44,0.0,1,0,2,0,1,0,0.243778166,0,1,-2.01892684,0,72000,0.0,80.4,8.4,100,1300.0,3,1,0,1,5,0,2,2,0,0,0,1,1,2,1,1,4,0,10,4,5,14.47243619,3650429,774333,62.57,94.41,2.757866706,0.118,14721.64733,2.0,0
Oman,2018,0.21,0.1,11.53770065,14.1,6.2,7.5,66,17,5.2,6.853000164,9.6,10.7,99,97.74372549,93.73292,13.63765,62.67605634,90.6,55.19750536,1.200000048,84.71,96.69999695,93.40000153,2.209923664,100.0,95.0,-2.879065326,61.37663399,0.0,16.0,4.9,69.9,91.5,31.29999924,84.5218107,13.4,0.0,20.20389366,90.14,56.09,5.555555556,84,17.6,3.333333333,0.341698115,0.888738473,44,4.173837,1.1,61,5.2,68.0,99.4,0,0,0.0,1,0.44,0.0,1,0,2,0,1,0,0.243778166,0,1,-2.01892684,0,70300,0.0,97.2,3.0,100,3200.0,3,1,0,1,5,0,2,2,0,0,0,1,1,2,1,1,4,0,10,4,5,15.6041454,3874061,762201,62.9,102.78,2.751151179,0.145,16415.15728,2.0,0
